object_id,title,object_begin_date,object_end_date,department,century,accessionyear
38038,,1735,1735,Asian Art,18th Century CE,1996
38039,,1715,1735,Asian Art,18th Century CE,1996
38040,,1744,1744,Asian Art,18th Century CE,1996
38041,,1767,1833,Asian Art,18th Century CE,1996
38042,,1795,1820,Asian Art,18th Century CE,1996
38043,,1800,1818,Asian Art,18th Century CE,1996
38044,,1850,1880,Asian Art,19th Century CE,1996
38045,,1710,1740,Asian Art,18th Century CE,1996
38046,,1715,1735,Asian Art,18th Century CE,2019
38047,,1780,1780,Asian Art,18th Century CE,2019
38052,,1500,1699,Asian Art,15th Century CE,1930
38057,,1790,1810,Asian Art,18th Century CE,1996
38058,,1695,1718,Asian Art,17th Century CE,1996
38066,,1871,1935,Asian Art,19th Century CE,1963
38068,,1800,1999,Asian Art,18th Century CE,1963
38069,,1800,1999,Asian Art,18th Century CE,1963
38070,,1800,1899,Asian Art,18th Century CE,1964
38347,,1700,1799,Asian Art,17th Century CE,1975
39641,,1800,1833,Asian Art,18th Century CE,1994
39651,,1765,1785,Asian Art,18th Century CE,1997
39894,,1697,1718,Asian Art,17th Century CE,1998
40332,,1600,1699,Asian Art,16th Century CE,1952
40333,,607,607,Asian Art,7th Century CE,1942
40335,,700,799,Asian Art,7th Century CE,1932
40336,,1797,1858,Asian Art,18th Century CE,1908
40337,,1797,1858,Asian Art,18th Century CE,1908
40338,,1797,1858,Asian Art,18th Century CE,1908
40339,,1797,1858,Asian Art,18th Century CE,1908
40340,,1797,1858,Asian Art,18th Century CE,1908
40341,,1797,1858,Asian Art,18th Century CE,1908
40349,,1618,1694,Asian Art,17th Century CE,1929
40352,,1800,1861,Asian Art,18th Century CE,1929
40353,,1800,1868,Asian Art,18th Century CE,1929
40419,,1644,1911,Asian Art,17th Century CE,1921
40429,,1767,1799,Asian Art,18th Century CE,1915
40432,,1767,1799,Asian Art,18th Century CE,1915
40452,,1400,1499,Asian Art,14th Century CE,1918
42889,,1644,1911,Asian Art,17th Century CE,1969
44628,,1907,1989,Asian Art,20th Century CE,1990
45070,,1500,1573,Asian Art,15th Century CE,1951
45608,十二天像(月天)|Getten (Candradeva or Somadeva),1392,1399,Asian Art,14th Century CE,1944
45609,十二天像(梵天)|Daibonten (Mahabrahman),1392,1399,Asian Art,14th Century CE,1944
45610,十二天像(風天)|Fujin (wind god),1392,1399,Asian Art,14th Century CE,1944
45696,,1534,1566,Asian Art,16th Century CE,1929
45697,,1534,1573,Asian Art,16th Century CE,1929
45702,,1667,1699,Asian Art,17th Century CE,1914
45703,,1600,1699,Asian Art,16th Century CE,1914
45704,,1600,1699,Asian Art,16th Century CE,1914
45705,,1600,1699,Asian Art,16th Century CE,1914
45706,,1600,1699,Asian Art,16th Century CE,1914
45708,,1600,1699,Asian Art,16th Century CE,1914
45709,,1600,1699,Asian Art,16th Century CE,1914
45710,,1600,1699,Asian Art,16th Century CE,1914
45711,,1600,1699,Asian Art,16th Century CE,1914
45712,,1600,1699,Asian Art,16th Century CE,1914
45713,,1600,1699,Asian Art,16th Century CE,1914
45714,,1600,1699,Asian Art,16th Century CE,1914
45715,,1600,1699,Asian Art,16th Century CE,1914
45716,,1600,1699,Asian Art,16th Century CE,1914
45717,,1600,1699,Asian Art,16th Century CE,1914
45718,,1600,1699,Asian Art,16th Century CE,1914
45719,,1600,1699,Asian Art,16th Century CE,1914
45743,,1600,1699,Asian Art,16th Century CE,1947
45800,,1615,1868,Asian Art,17th Century CE,1914
45809,,1800,1868,Asian Art,18th Century CE,1960
48882,仏手柑図|Buddha’s Hand Citron (Busshukan),1834,1868,Asian Art,19th Century CE,1929
48889,,1800,1849,Asian Art,18th Century CE,1937
48890,,1760,1849,Asian Art,18th Century CE,1956
48907,,1800,1839,Asian Art,18th Century CE,1929
48916,,1800,1868,Asian Art,18th Century CE,1929
48918,,1800,1868,Asian Art,18th Century CE,1929
48919,,1800,1868,Asian Art,18th Century CE,1929
48920,,1800,1868,Asian Art,18th Century CE,1929
48940,清  佚名   滿清官員像     軸|Portrait of a Manchu Official,1600,1799,Asian Art,16th Century CE,1951
48985,"月に兎・牡丹・立葵図|Rabbits under the Moon, Peonies, and Hollyhocks",1800,1899,Asian Art,18th Century CE,1908
49104,能面図・般若|Noh Mask of a Demoness (Hannya),1700,1747,Asian Art,17th Century CE,1929
49105,能面図・朝倉尉|Noh Mask of an Old Man (Asakurajō),1700,1747,Asian Art,17th Century CE,1929
49466,清  虛谷  菊花  軸|Chrysanthemum,1890,1890,Asian Art,19th Century CE,1986
49617,清/現代　吳昌碩　烹茶圖　卷|Brewing Tea,1918,1918,Asian Art,20th Century CE,1986
49798,近代  范曾  老子  軸|Laozi,1890,1999,Asian Art,19th Century CE,1988
51529,,1368,1911,Asian Art,14th Century CE,1918
51531,,1368,1911,Asian Art,14th Century CE,1918
51563,,1368,1644,Asian Art,14th Century CE,1929
51587,,1368,1911,Asian Art,14th Century CE,1941
51595,,1644,1911,Asian Art,17th Century CE,1942
51649,,1600,1699,Asian Art,16th Century CE,1947
51756,,1644,1911,Asian Art,17th Century CE,1948
51757,,1368,1644,Asian Art,14th Century CE,1948
51760,,1644,1911,Asian Art,17th Century CE,1949
51761,,1700,1899,Asian Art,17th Century CE,1949
51811,,1820,1840,Asian Art,19th Century CE,1955
51812,,1271,1368,Asian Art,13th Century CE,1955
51814,,1271,1368,Asian Art,13th Century CE,1956
51833,,1470,1524,Asian Art,15th Century CE,1957
51847,,1368,1644,Asian Art,14th Century CE,1962
53522,,807,807,Asian Art,9th Century CE,1942
53523,,0,0,Asian Art,1st Century CE,1942
53543,,1680,1700,Asian Art,17th Century CE,2000
53544,,1900,1942,Asian Art,19th Century CE,1942
53545,,1900,1942,Asian Art,19th Century CE,1942
53550,,1368,1911,Asian Art,14th Century CE,1944
53583,,1946,1946,Asian Art,20th Century CE,1946
53592,,1600,1699,Asian Art,16th Century CE,1952
53595,,1820,1840,Asian Art,19th Century CE,1955
53750,,1914,1914,Asian Art,20th Century CE,1914
54184,,1815,1835,Asian Art,19th Century CE,2001
54567,竹に翡翠図|Kingfisher and Bamboo,1800,1899,Asian Art,18th Century CE,1914
54789,,1875,1918,Asian Art,19th Century CE,1918
54791,方便法身尊影|Amida Manifesting in the Dharma-body of Expedient Means,1700,1799,Asian Art,17th Century CE,1918
54792,,1700,1799,Asian Art,17th Century CE,1918
54794,,1700,1799,Asian Art,17th Century CE,1918
54795,虞子君図 (Gushigimi zu)|Consort Yu,1700,1799,Asian Art,17th Century CE,1918
54796,楊貴妃図 (Yō Kihi zu)|Yang Guifei,1700,1799,Asian Art,17th Century CE,1918
54911,,1500,1599,Asian Art,15th Century CE,1919
54912,,1600,1699,Asian Art,16th Century CE,1915
54913,,1500,1599,Asian Art,15th Century CE,1919
54914,,1500,1599,Asian Art,15th Century CE,1919
54915,,1920,1940,Asian Art,20th Century CE,1943
54953,,1760,1849,Asian Art,18th Century CE,1929
54967,,1754,1806,Asian Art,18th Century CE,1929
55034,,1855,1885,Asian Art,19th Century CE,2000
57185,,1882,1882,Asian Art,19th Century CE,1936
57187,,1882,1882,Asian Art,19th Century CE,1936
57188,,1882,1882,Asian Art,19th Century CE,1936
57190,,1882,1882,Asian Art,19th Century CE,1936
57191,,1882,1882,Asian Art,19th Century CE,1936
57192,,1882,1882,Asian Art,19th Century CE,1936
57193,,1882,1882,Asian Art,19th Century CE,1936
57194,,1881,1881,Asian Art,19th Century CE,1936
57234,,1800,1868,Asian Art,18th Century CE,1938
57236,,1800,1868,Asian Art,18th Century CE,1938
57237,,1800,1868,Asian Art,18th Century CE,1938
57238,,1867,1889,Asian Art,19th Century CE,1937
57240,,1800,1868,Asian Art,18th Century CE,1938
57242,,1807,1891,Asian Art,19th Century CE,1964
57243,,1807,1891,Asian Art,19th Century CE,1964
57245,,1900,1957,Asian Art,19th Century CE,1957
57286,,1700,1899,Asian Art,17th Century CE,1956
57290,,1700,1899,Asian Art,17th Century CE,1956
57291,,1700,1899,Asian Art,17th Century CE,1956
57292,,1700,1899,Asian Art,17th Century CE,1956
57293,,1700,1899,Asian Art,17th Century CE,1956
57294,,1807,1891,Asian Art,19th Century CE,1956
57295,,1807,1891,Asian Art,19th Century CE,1956
57296,,1807,1891,Asian Art,19th Century CE,1956
57297,,1807,1891,Asian Art,19th Century CE,1956
57298,,1807,1891,Asian Art,19th Century CE,1956
57299,,1800,1868,Asian Art,18th Century CE,1938
57300,,1800,1868,Asian Art,18th Century CE,1938
57301,,1800,1868,Asian Art,18th Century CE,1938
57302,,1800,1868,Asian Art,18th Century CE,1938
57303,,1800,1868,Asian Art,18th Century CE,1938
57304,,1800,1868,Asian Art,18th Century CE,1938
57305,,1800,1868,Asian Art,18th Century CE,1938
57306,,1800,1868,Asian Art,18th Century CE,1938
57307,,1800,1868,Asian Art,18th Century CE,1938
57308,,1800,1868,Asian Art,18th Century CE,1938
57309,,1800,1868,Asian Art,18th Century CE,1938
57314,,1800,1899,Asian Art,18th Century CE,1944
57321,,1900,1957,Asian Art,19th Century CE,1952
57322,,1900,1957,Asian Art,19th Century CE,1952
57323,,1900,1957,Asian Art,19th Century CE,1952
57330,,1900,1945,Asian Art,19th Century CE,1952
57331,,1900,1957,Asian Art,19th Century CE,1952
57333,お茶をたてる少女|Young Woman Preparing Tea,1887,1951,Asian Art,19th Century CE,1952
57339,,1644,1694,Asian Art,17th Century CE,1954
57340,,1900,1957,Asian Art,19th Century CE,1954
57556,,1400,1499,Asian Art,14th Century CE,1919
61429,,1845,1846,Asian Art,19th Century CE,2001
64533,,1760,1780,Asian Art,18th Century CE,2002
64534,,1700,1730,Asian Art,17th Century CE,2002
64535,,1790,1810,Asian Art,18th Century CE,2002
64839,,1790,1810,Asian Art,18th Century CE,1964
64840,,1867,1933,Asian Art,19th Century CE,1964
64842,,1871,1899,Asian Art,19th Century CE,1964
64843,,1790,1810,Asian Art,18th Century CE,1964
64891,,1690,1720,Asian Art,17th Century CE,2002
65002,,1710,1740,Asian Art,18th Century CE,2002
65003,,1710,1720,Asian Art,18th Century CE,2002
65590,,1695,1715,Asian Art,17th Century CE,2003
65594,,1710,1785,Asian Art,18th Century CE,2003
65595,,1810,1830,Asian Art,19th Century CE,2003
72571,,1700,1799,Asian Art,17th Century CE,2004
72573,,1745,1765,Asian Art,18th Century CE,2004
72589,,1712,1712,Asian Art,18th Century CE,2004
72719,,1830,1850,Asian Art,19th Century CE,2005
72720,,1650,1750,Asian Art,17th Century CE,2005
72752,,1740,1760,Asian Art,18th Century CE,2005
73111,,1900,1999,Asian Art,19th Century CE,2005
73169,,1770,1790,Asian Art,18th Century CE,2005
73259,,1740,1760,Asian Art,18th Century CE,2006
73260,,1815,1835,Asian Art,19th Century CE,2006
73261,,1800,1810,Asian Art,18th Century CE,2006
73296,,1825,1845,Asian Art,19th Century CE,2006
74648,,1767,1799,Asian Art,18th Century CE,2008
74650,,1736,1770,Asian Art,18th Century CE,2008
74651,,1736,1770,Asian Art,18th Century CE,2008
74652,,1790,1810,Asian Art,18th Century CE,2008
74653,,1750,1770,Asian Art,18th Century CE,2008
74657,,1767,1799,Asian Art,18th Century CE,2008
74658,,1770,1790,Asian Art,18th Century CE,2008
74659,,1770,1790,Asian Art,18th Century CE,2008
74660,,1770,1790,Asian Art,18th Century CE,2008
74668,,1800,1899,Asian Art,18th Century CE,2008
74669,,1820,1840,Asian Art,19th Century CE,2008
74671,,1800,1833,Asian Art,18th Century CE,2008
74673,,1767,1799,Asian Art,18th Century CE,2008
74674,,1770,1790,Asian Art,18th Century CE,2008
74677,,1770,1790,Asian Art,18th Century CE,2008
74679,,1800,1899,Asian Art,18th Century CE,2008
74680,,1867,1899,Asian Art,19th Century CE,2008
74681,,1750,1799,Asian Art,18th Century CE,2008
74683,,1785,1790,Asian Art,18th Century CE,2008
74685,,1765,1790,Asian Art,18th Century CE,2008
74686,,1767,1799,Asian Art,18th Century CE,2008
74691,,1790,1810,Asian Art,18th Century CE,2008
74692,,1780,1830,Asian Art,18th Century CE,2008
74696,,1700,1899,Asian Art,17th Century CE,2008
74698,,1867,1899,Asian Art,19th Century CE,2008
74701,,1800,1833,Asian Art,18th Century CE,2008
74705,,1800,1833,Asian Art,18th Century CE,2008
74710,,1800,1833,Asian Art,18th Century CE,2008
74715,,1820,1840,Asian Art,19th Century CE,2008
74719,,1790,1810,Asian Art,18th Century CE,2008
74721,,1800,1833,Asian Art,18th Century CE,2008
74725,,1700,1733,Asian Art,17th Century CE,2008
74726,,1836,1870,Asian Art,19th Century CE,2008
74728,,1700,1899,Asian Art,17th Century CE,2008
74730,,1820,1840,Asian Art,19th Century CE,2008
74733,,1800,1899,Asian Art,18th Century CE,2008
74736,,1867,1899,Asian Art,19th Century CE,2008
74743,,1860,1880,Asian Art,19th Century CE,2008
74744,,1866,1889,Asian Art,19th Century CE,2008
74749,,1880,1900,Asian Art,19th Century CE,2008
74750,,1880,1900,Asian Art,19th Century CE,2008
74752,,1700,1733,Asian Art,17th Century CE,2008
74753,,1736,1770,Asian Art,18th Century CE,2008
74837,,1945,1945,Asian Art,20th Century CE,2009
74838,,1980,1980,Asian Art,20th Century CE,2009
74840,,1947,1948,Asian Art,20th Century CE,2009
74842,,1946,1946,Asian Art,20th Century CE,2009
74843,,1945,1946,Asian Art,20th Century CE,2011
74883,,1100,1133,Asian Art,11th Century CE,1984
75235,,1800,1820,Asian Art,18th Century CE,2008
75411,,1800,1833,Asian Art,18th Century CE,2010
76031,,1655,1660,Asian Art,17th Century CE,2022
76032,,1710,1730,Asian Art,18th Century CE,2022
76033,,1720,1750,Asian Art,18th Century CE,2022
76036,,1698,1720,Asian Art,17th Century CE,2022
76037,,1806,1806,Asian Art,19th Century CE,2022
76393,,2009,2009,Asian Art,21th Century CE,2011
78435,永遠的路|Distant Road,1978,1978,Asian Art,20th Century CE,2013
141404,Berthe David-Weill,1952,1952,Modern and Contemporary Art,20th Century CE,1986
185933,Classical design,1400,1599,European Sculpture and Decorative Arts,14th Century CE,1880
185934,Classical design,1400,1599,European Sculpture and Decorative Arts,14th Century CE,1880
189551,Pygmalion and Galatea as Infants,1700,1799,European Sculpture and Decorative Arts,17th Century CE,1907
189727,Flowers in a Blue Vase,1700,1799,European Sculpture and Decorative Arts,17th Century CE,1907
196918,Classical Landscape with Gypsies,1748,1748,European Sculpture and Decorative Arts,18th Century CE,1932
207312,Three dancing nymphs and a reclining cupid in a landscape,1767,1777,European Sculpture and Decorative Arts,18th Century CE,1982
232204,Saint Lucy,1700,1799,The American Wing,17th Century CE,2007
232207,Virgin of the Rosary with Dominican Saints and Donor,1785,1815,The American Wing,18th Century CE,2007
232208,El Niño de Atocha,1800,1900,The American Wing,18th Century CE,2007
232209,The Virgin of Sorrows,1700,1799,The American Wing,17th Century CE,2007
232211,Saint Jerome,1700,1799,The American Wing,17th Century CE,2007
232212,The Trinity,1700,1799,The American Wing,17th Century CE,2007
236111,Nuestra Señora de los Desamparados (Our Lady of the Forsaken),1700,1799,The American Wing,17th Century CE,0
282527,"Chelsea Embankment, London",1932,1932,Photographs,20th Century CE,1994
282530,Girl Standing,1925,1930,Photographs,20th Century CE,1994
282531,Madame Lucie Dreyfus Sortant de la Prison de Rennes,1930,1930,Photographs,20th Century CE,1994
282532,[Construction Site],1950,1969,Photographs,20th Century CE,1994
282533,[Shack and Wagon Behind Fence],1950,1969,Photographs,20th Century CE,1994
282534,[Red Building in Field],1963,1963,Photographs,20th Century CE,1994
282535,"[Barn with Porch Addition, Old Lyme, Connecticut]",1963,1963,Photographs,20th Century CE,1994
282537,[Architectural Interior],1950,1969,Photographs,20th Century CE,1994
282538,[Boat with Palm Trees on Shore],1958,1958,Photographs,20th Century CE,1994
282539,[Floral Still-Life],1950,1969,Photographs,20th Century CE,1994
282541,[Seashore Scene with Boardwalk],1961,1961,Photographs,20th Century CE,1994
282552,[Shack with Broken Windows],1950,1969,Photographs,20th Century CE,1994
282559,[White Flat-Roofed House with Palm Trees],1950,1969,Photographs,20th Century CE,1994
282560,[Ship's Prow],1950,1969,Photographs,20th Century CE,1994
282561,[Landscape with Adobe Church],1947,1947,Photographs,20th Century CE,1994
282569,[Red Church],1950,1969,Photographs,20th Century CE,1994
282570,[Three Director's Chairs],1950,1969,Photographs,20th Century CE,1994
282571,The Shell House,1950,1969,Photographs,20th Century CE,1994
282573,"Anna Maria, Florida",1958,1958,Photographs,20th Century CE,1994
282575,[Portrait of Walker Evans],1931,1931,Photographs,20th Century CE,1994
282618,"Le Salon de Walker Evans, 1666 York Avenue, New York",1959,1959,Photographs,20th Century CE,1994
282883,Border #8,1997,1998,Photographs,20th Century CE,1999
283743,"[Painted Card: ""To Walker Evans // In greatful acknowledgement...]",1928,1929,Photographs,20th Century CE,1994
289702,Butane,1982,1982,Photographs,20th Century CE,2009
289703,Harmol,1983,1983,Photographs,20th Century CE,2009
311939,Rock Painting,1800,2000,"Arts of Africa, Oceania, and the Americas",18th Century CE,1978
313632,Painting,1800,2000,"Arts of Africa, Oceania, and the Americas",18th Century CE,1979
313650,Bark Painting,1940,1960,"Arts of Africa, Oceania, and the Americas",20th Century CE,1979
313787,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1979
314561,Asmat Artisan,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1982
314562,"Painting by Lunda Hoye Gill, ""Asmat Chief""",1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1982
316756,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1992
316757,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1992
316758,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1992
316759,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1992
316760,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1992
316761,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1992
316762,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1992
316763,Painting,1900,2000,"Arts of Africa, Oceania, and the Americas",19th Century CE,1992
320928,Untitled [Le Transport],1992,1992,"Arts of Africa, Oceania, and the Americas",20th Century CE,2011
387147,"Design for Small Silver Ornaments: A Branched Candlestick, a Violin, a Small Table, a Woman Beside a Tree and a Man Pushing a Woman on a Swing",1900,1925,Drawings and Prints,19th Century CE,1967
395123,Lady Dashwood and Her Son,1780,1790,Drawings and Prints,18th Century CE,1954
395733,"Kenneth Callahan painting on cardboard, 1947",1920,1986,Drawings and Prints,20th Century CE,2012
435573,Flora and Zephyr,1730,1739,European Paintings,18th Century CE,1985
435576,Saint Alexander,1420,1430,European Paintings,15th Century CE,1991
435577,The Crucifixion,1435,1445,European Paintings,15th Century CE,1914
435578,The Nativity,1433,1434,European Paintings,15th Century CE,1983
435579,The Nativity,1417,1455,European Paintings,15th Century CE,1924
435580,Christ Crowned with Thorns,1450,1479,European Paintings,15th Century CE,1932
435581,Portrait of a Young Man,1465,1475,European Paintings,15th Century CE,1914
435583,Madonna and Child,1452,1512,European Paintings,15th Century CE,1941
435585,Portrait of a Married Couple (Lorenz Kraffter and Honesta Merz?),1512,1512,European Paintings,16th Century CE,1912
435586,Ivan Rodin,1928,1928,European Paintings,20th Century CE,1929
435590,Family Group in a Landscape,1640,1650,European Paintings,17th Century CE,1930
435594,Leda and the Swan,1515,1557,European Paintings,16th Century CE,1982
435595,Madonna and Child,1520,1523,European Paintings,16th Century CE,1982
435596,Old Woman in an Armchair,1629,1639,European Paintings,17th Century CE,1914
435597,Portrait of an Old Woman,1625,1649,European Paintings,17th Century CE,1929
435598,"Portrait of a Man, Possibly a Botanist",1641,1641,European Paintings,17th Century CE,1982
435599,Boatmen of Barcelona,1886,1886,European Paintings,19th Century CE,1887
435600,Saint John on Patmos,1506,1516,European Paintings,16th Century CE,1983
435601,Madonna and Child,1500,1529,European Paintings,15th Century CE,1932
435603,A Footman Sleeping,1871,1871,European Paintings,19th Century CE,1881
435604,A Bashi-Bazouk,1875,1875,European Paintings,19th Century CE,1887
435614,Madonna and Child with the Young Saint John the Baptist,1492,1502,European Paintings,15th Century CE,1906
435615,Portrait of a Man,1497,1517,European Paintings,15th Century CE,1982
435616,Saint Dominic Resuscitating Napoleone Orsini,1467,1474,European Paintings,15th Century CE,1922
435617,Saint Thomas Aquinas Aided by Saints Peter and Paul,1460,1479,European Paintings,15th Century CE,1923
435621,Joan of Arc,1879,1879,European Paintings,19th Century CE,1889
435622,Diana and Cupid,1761,1761,European Paintings,18th Century CE,1982
435623,Portrait of a Young Man,1760,1765,European Paintings,18th Century CE,1903
435626,Porte de la Reine at Aigues-Mortes,1867,1867,European Paintings,19th Century CE,1988
435627,In the Sun,1875,1875,European Paintings,19th Century CE,1946
435630,Edward Miles (1752–1828),1785,1785,European Paintings,18th Century CE,1986
435631,"George IV (1762–1830), When Prince of Wales",1773,1839,European Paintings,18th Century CE,1986
435632,Portrait of a Woman,1800,1810,European Paintings,18th Century CE,1905
435633,"Skating at Sloten, near Amsterdam",1642,1666,European Paintings,17th Century CE,1911
435635,Chancellor Leonhard von Eck (1480–1550),1527,1527,European Paintings,16th Century CE,1912
435640,Madonna Adoring the Sleeping Child,1460,1463,European Paintings,15th Century CE,1930
435641,Madonna and Child,1487,1489,European Paintings,15th Century CE,1908
435642,Madonna and Child with Saints,1459,1516,European Paintings,15th Century CE,1949
435643,The Circumcision,1511,1511,European Paintings,16th Century CE,1917
435644,Madonna and Child,1505,1515,European Paintings,16th Century CE,1949
435645,Madonna and Child,1440,1449,European Paintings,15th Century CE,1959
435646,Pirna: The Obertor from the South,1753,1757,European Paintings,18th Century CE,1991
435647,Vaprio d'Adda,1744,1744,European Paintings,18th Century CE,1939
435648,Project for a Room for King Ludwig II (1854–1886) of Bavaria,1864,1920,European Paintings,19th Century CE,1890
435649,Judith,1883,1889,European Paintings,19th Century CE,1959
435650,"Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859)",1802,1802,European Paintings,19th Century CE,1953
435651,The Lamentation,1520,1525,European Paintings,16th Century CE,1982
435653,"Sunday at the Church of Saint-Philippe-du-Roule, Paris",1877,1877,European Paintings,19th Century CE,1955
435654,A Windy Day on the Pont des Arts,1880,1881,European Paintings,19th Century CE,1952
435655,Rest,1644,1644,European Paintings,17th Century CE,1871
435656,The Assumption of the Virgin,1500,1523,European Paintings,15th Century CE,1927
435657,"The Twelve Apostles: Saints Bartholomew, Andrew, Matthew, James the Greater, Thaddeus, Philip, James the Lesser, Simon, Peter, Paul, Thomas, and John",1481,1522,European Paintings,15th Century CE,1927
435658,Madonna and Child,1230,1239,European Paintings,13th Century CE,1960
435659,Madonna and Child with Angels,1515,1515,European Paintings,16th Century CE,1941
435663,Still Life with Lobster and Fruit,1650,1653,European Paintings,17th Century CE,1971
435664,Portrait of a Young Man,1476,1504,European Paintings,15th Century CE,1932
435665,Scenes from the Story of the Argonauts,1476,1504,European Paintings,15th Century CE,1909
435666,The Story of Joseph,1476,1504,European Paintings,15th Century CE,1932
435670,A Young Woman and a Cavalier,1660,1663,European Paintings,17th Century CE,1982
435671,The Angel Appearing to Zacharias,1799,1800,European Paintings,18th Century CE,1951
435672,Angelica and Medoro,1630,1633,European Paintings,17th Century CE,1906
435673,The Outer Harbor of Brest,1773,1773,European Paintings,18th Century CE,1978
435678,The Temptation of Saint Anthony,1550,1560,European Paintings,16th Century CE,1976
435680,Moses Striking the Rock,1596,1596,European Paintings,16th Century CE,1972
435682,Madonna and Child,1506,1518,European Paintings,16th Century CE,1930
435683,Island of the Dead,1880,1880,European Paintings,19th Century CE,1926
435684,Roman Landscape,1850,1852,European Paintings,19th Century CE,1926
435687,Portrait of a Man,1781,1845,European Paintings,18th Century CE,1976
435688,Portrait of a Woman,1781,1845,European Paintings,18th Century CE,1976
435689,Portrait of a Woman,1642,1642,European Paintings,17th Century CE,1930
435690,Petronella Elias (1648–1667) with a Basket of Fruit,1657,1657,European Paintings,17th Century CE,1957
435691,Gossip,1873,1873,European Paintings,19th Century CE,1887
435692,"Mrs. Charles Warren-Cram (Ella Brooks Carter, 1846–1896)",1885,1885,European Paintings,19th Century CE,1959
435693,"Consuelo Vanderbilt (1876–1964), Duchess of Marlborough, and Her Son, Lord Ivor Spencer-Churchill (1898–1956)",1906,1906,European Paintings,20th Century CE,1947
435694,The Dispatch-Bearer,1865,1931,European Paintings,19th Century CE,1908
435701,Environs of Fontainebleau: Woodland and Cattle,1844,1884,European Paintings,19th Century CE,1890
435702,The Horse Fair,1852,1855,European Paintings,19th Century CE,1887
435703,Weaning the Calves,1879,1879,European Paintings,19th Century CE,1887
435704,A Limier Briquet Hound,1856,1856,European Paintings,19th Century CE,1887
435705,The Legend of the Infant Servius Tullius,1507,1553,European Paintings,16th Century CE,1932
435706,Madonna and Child with Saints,1507,1553,European Paintings,16th Century CE,1995
435707,Roadside Halt,1826,1826,European Paintings,19th Century CE,1945
435708,Roman Girl at a Fountain,1875,1875,European Paintings,19th Century CE,1887
435709,John Taylor Johnston (1820–1893),1880,1880,European Paintings,19th Century CE,1880
435711,An Egyptian Peasant Woman and Her Child,1869,1870,European Paintings,19th Century CE,1887
435713,The Disillusioned Medea,1635,1645,European Paintings,17th Century CE,1972
435714,Curiosity,1660,1662,European Paintings,17th Century CE,1949
435715,Portrait of a Seated Man,1657,1663,European Paintings,17th Century CE,1889
435716,The Van Moerkerken Family,1653,1654,European Paintings,17th Century CE,1982
435717,A Woman Playing the Theorbo-Lute and a Cavalier,1653,1663,European Paintings,17th Century CE,1914
435718,A Young Woman at Her Toilet with a Maid,1650,1651,European Paintings,17th Century CE,1917
435722,Portrait of a Man in Armor with Two Pages,1520,1571,European Paintings,16th Century CE,1973
435723,Barnyard Scene,1650,1655,European Paintings,17th Century CE,1932
435724,The Adoration of the Magi,1470,1480,European Paintings,15th Century CE,1913
435725,Christ's Descent into Hell,1550,1560,European Paintings,16th Century CE,1926
435727,The Departure of Saints Paula and Eustochium for the Holy Land,1737,1785,European Paintings,18th Century CE,1991
435728,The Last Communion of Saint Jerome,1490,1493,European Paintings,15th Century CE,1914
435729,Three Miracles of Saint Zenobius,1495,1505,European Paintings,15th Century CE,1911
435730,Madonna and Child with Two Angels,1464,1510,European Paintings,15th Century CE,1929
435731,The Coronation of the Virgin,1475,1499,European Paintings,15th Century CE,1949
435733,Madonna and Child Enthroned with Saints and Angels,1493,1495,European Paintings,15th Century CE,1961
435734,Saint Sebastian,1466,1497,European Paintings,15th Century CE,1948
435737,Imaginary Landscape with the Palatine Hill from Campo Vaccino,1730,1735,European Paintings,18th Century CE,1982
435738,The Interrupted Sleep,1750,1750,European Paintings,18th Century CE,1949
435740,Allegory of Autumn,1753,1753,European Paintings,18th Century CE,1969
435741,Allegory of Lyric Poetry,1753,1753,European Paintings,18th Century CE,1969
435742,Angelica and Medoro,1763,1763,European Paintings,18th Century CE,1982
435743,The Dispatch of the Messenger,1765,1765,European Paintings,18th Century CE,1944
435744,Virgin and Child with the Young Saint John the Baptist and Angels,1765,1765,European Paintings,18th Century CE,1966
435745,Shepherd's Idyll,1768,1768,European Paintings,18th Century CE,1953
435746,Washerwomen,1768,1768,European Paintings,18th Century CE,1953
435747,"Jupiter, in the Guise of Diana, and Callisto",1763,1763,European Paintings,18th Century CE,1982
435749,On the Beach at Trouville,1863,1863,European Paintings,19th Century CE,1907
435750,Beaulieu: The Bay of Fourmis,1892,1892,European Paintings,19th Century CE,1939
435751,Village by a River,1867,1867,European Paintings,19th Century CE,1959
435752,Young Mother Gazing at Her Child,1871,1871,European Paintings,19th Century CE,1993
